Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
99310,XII - SOCCSKSARGEN,56632,Male,45,Single Family,4,30,5,2,1
52482,XII - SOCCSKSARGEN,53193,Male,34,Single Family,6,15,8,1,1
373074,XII - SOCCSKSARGEN,110807,Male,64,Extended Family,6,32,23,3,1
154580,XII - SOCCSKSARGEN,70659,Male,43,Single Family,5,20,5,2,1
129345,XII - SOCCSKSARGEN,59758,Male,38,Single Family,4,37,1,2,1
110262,XII - SOCCSKSARGEN,54205,Male,55,Single Family,3,18,13,2,1
202082,XII - SOCCSKSARGEN,59843,Male,62,Single Family,3,32,5,2,1
47390,XII - SOCCSKSARGEN,33846,Male,60,Single Family,2,12,8,1,1
1414610,XII - SOCCSKSARGEN,106996,Male,45,Single Family,4,36,15,3,1
53058,XII - SOCCSKSARGEN,31371,Male,85,Single Family,1,17,35,2,1
110640,XII - SOCCSKSARGEN,75434,Male,53,Extended Family,5,22,21,2,1
55070,XII - SOCCSKSARGEN,37508,Male,30,Extended Family,3,20,11,1,1
424070,XII - SOCCSKSARGEN,128902,Female,59,Extended Family,5,9,24,3,1
374128,XII - SOCCSKSARGEN,93766,Male,53,Extended Family,5,14,18,2,1
237342,XII - SOCCSKSARGEN,96266,Male,53,Extended Family,10,18,14,2,1
91350,XII - SOCCSKSARGEN,71531,Male,42,Extended Family,5,12,33,3,1
111185,XII - SOCCSKSARGEN,67952,Male,49,Single Family,5,10,19,2,1
91215,XII - SOCCSKSARGEN,57414,Male,52,Single Family,8,9,12,2,1
82698,XII - SOCCSKSARGEN,67197,Male,45,Extended Family,4,25,25,2,1
179705,XII - SOCCSKSARGEN,66058,Male,54,Single Family,5,11,19,2,1
138727,XII - SOCCSKSARGEN,87856,Male,56,Single Family,3,12,17,0,1
91408,XII - SOCCSKSARGEN,47799,Male,60,Single Family,3,9,6,2,0
62223,XII - SOCCSKSARGEN,47579,Male,73,Single Family,7,12,32,2,1
392430,XII - SOCCSKSARGEN,121958,Male,56,Extended Family,7,36,5,2,1
261020,XII - SOCCSKSARGEN,87804,Male,55,Extended Family,10,19,20,0,1
117095,XII - SOCCSKSARGEN,91063,Male,73,Extended Family,11,15,10,2,1
92840,XII - SOCCSKSARGEN,35419,Male,43,Single Family,6,150,5,2,1
81563,XII - SOCCSKSARGEN,43867,Male,51,Single Family,2,10,15,0,1
1054530,XII - SOCCSKSARGEN,77249,Male,66,Extended Family,4,27,32,4,1
183460,XII - SOCCSKSARGEN,36526,Female,92,Single Family,3,17,44,3,1
211200,XII - SOCCSKSARGEN,77633,Male,46,Single Family,7,10,16,2,1
483332,XII - SOCCSKSARGEN,125876,Male,58,Extended Family,6,32,23,2,1
1152720,XII - SOCCSKSARGEN,145617,Male,64,Extended Family,4,20,35,3,1
291993,XII - SOCCSKSARGEN,27937,Female,94,Single Family,1,38,55,2,1
346312,XII - SOCCSKSARGEN,89278,Male,49,Single Family,3,20,45,2,1
81440,XII - SOCCSKSARGEN,47507,Female,63,Extended Family,4,35,7,2,1
84691,XII - SOCCSKSARGEN,73038,Male,41,Single Family,6,15,55,2,1
55100,XII - SOCCSKSARGEN,29771,Male,71,Single Family,1,10,45,1,0
97860,XII - SOCCSKSARGEN,47401,Female,52,Single Family,2,15,5,2,1
140300,XII - SOCCSKSARGEN,83433,Male,55,Extended Family,5,40,5,2,1
168438,XII - SOCCSKSARGEN,54329,Male,59,Single Family,2,20,13,2,1
76288,XII - SOCCSKSARGEN,42867,Female,74,Single Family,1,25,5,1,1
272250,XII - SOCCSKSARGEN,108829,Male,70,Extended Family,6,30,11,2,1
53093,XII - SOCCSKSARGEN,28886,Male,74,Extended Family,3,25,5,1,1
1165710,XII - SOCCSKSARGEN,326227,Male,69,Extended Family,9,30,14,3,1
143350,XII - SOCCSKSARGEN,75781,Male,44,Single Family,3,30,15,2,1
287345,XII - SOCCSKSARGEN,65020,Male,60,Single Family,2,40,45,2,1
118830,XII - SOCCSKSARGEN,76303,Male,33,Single Family,4,25,5,2,1
44550,XII - SOCCSKSARGEN,19704,Female,73,Single Family,1,40,35,1,1
127840,XII - SOCCSKSARGEN,85981,Male,45,Extended Family,13,35,5,2,1
46075,XII - SOCCSKSARGEN,38760,Male,65,Single Family,2,35,20,2,1
107820,XII - SOCCSKSARGEN,110168,Male,39,Single Family,6,35,17,1,1
61988,XII - SOCCSKSARGEN,54109,Male,42,Single Family,5,35,5,1,1
70195,XII - SOCCSKSARGEN,38535,Male,51,Single Family,3,30,13,2,1
214352,XII - SOCCSKSARGEN,78398,Male,64,Single Family,4,72,18,3,1
166376,XII - SOCCSKSARGEN,72490,Female,47,Extended Family,4,50,25,3,1
468374,XII - SOCCSKSARGEN,65997,Female,49,Extended Family,3,42,5,2,1
315599,XII - SOCCSKSARGEN,138639,Male,53,Extended Family,8,48,5,5,1
928304,XII - SOCCSKSARGEN,131310,Male,67,Single Family,5,80,35,4,1
147345,XII - SOCCSKSARGEN,71817,Male,52,Single Family,3,30,17,3,1
161571,XII - SOCCSKSARGEN,94598,Male,49,Extended Family,5,36,15,2,1
158200,XII - SOCCSKSARGEN,78055,Male,38,Single Family,7,42,7,2,1
236588,XII - SOCCSKSARGEN,82556,Male,69,Extended Family,7,16,5,3,1
110635,XII - SOCCSKSARGEN,62110,Male,65,Single Family,3,25,19,2,1
104035,XII - SOCCSKSARGEN,46126,Male,57,Extended Family,4,20,27,2,1
310630,XII - SOCCSKSARGEN,51780,Female,52,Extended Family,5,20,3,2,1
64108,XII - SOCCSKSARGEN,20543,Female,62,Single Family,2,20,19,2,1
108010,XII - SOCCSKSARGEN,44217,Male,45,Extended Family,4,30,27,3,1
154692,XII - SOCCSKSARGEN,53872,Male,49,Single Family,4,42,25,2,1
327110,XII - SOCCSKSARGEN,96289,Female,71,Extended Family,5,42,29,2,1
158290,XII - SOCCSKSARGEN,69130,Female,42,Single Family,4,30,12,2,1
509381,XII - SOCCSKSARGEN,113813,Male,42,Extended Family,5,30,12,2,1
159505,XII - SOCCSKSARGEN,72613,Male,49,Single Family,4,27,13,2,1
141080,XII - SOCCSKSARGEN,58434,Male,52,Single Family,4,30,12,2,1
257165,XII - SOCCSKSARGEN,86319,Male,58,Extended Family,7,30,12,2,1
83664,XII - SOCCSKSARGEN,31690,Female,60,Extended Family,3,30,5,1,1
66883,XII - SOCCSKSARGEN,53522,Male,50,Single Family,4,49,15,2,1
64351,XII - SOCCSKSARGEN,36831,Male,59,Single Family,3,36,14,1,1
135994,XII - SOCCSKSARGEN,92452,Male,49,Single Family,4,36,11,2,1
39485,XII - SOCCSKSARGEN,47887,Male,36,Single Family,6,16,17,1,0
22947,XII - SOCCSKSARGEN,13541,Male,37,Single Family,1,20,6,1,0
142723,XII - SOCCSKSARGEN,35481,Male,36,Single Family,5,30,13,3,0
61464,XII - SOCCSKSARGEN,50238,Male,39,Single Family,4,36,9,2,0
101612,XII - SOCCSKSARGEN,46703,Male,33,Single Family,4,36,5,1,1
63315,XII - SOCCSKSARGEN,70894,Male,39,Extended Family,5,20,9,2,1
59712,XII - SOCCSKSARGEN,42866,Male,50,Extended Family,4,20,16,1,1
100826,XII - SOCCSKSARGEN,66859,Male,33,Single Family,5,36,5,2,1
50693,XII - SOCCSKSARGEN,35255,Male,36,Single Family,4,25,6,1,0
31957,XII - SOCCSKSARGEN,21727,Male,54,Extended Family,4,25,6,1,0
22312,XII - SOCCSKSARGEN,12495,Female,36,Single Family,1,20,6,1,0
28248,XII - SOCCSKSARGEN,21751,Female,46,Single Family,2,25,6,2,0
41130,XII - SOCCSKSARGEN,34244,Male,37,Single Family,2,24,5,1,0
38818,XII - SOCCSKSARGEN,42852,Male,54,Single Family,5,36,8,2,0
35227,XII - SOCCSKSARGEN,15828,Male,34,Single Family,2,16,5,1,0
109509,XII - SOCCSKSARGEN,78882,Male,44,Single Family,5,49,7,2,1
26302,XII - SOCCSKSARGEN,11249,Male,37,Single Family,1,16,17,1,0
18004,XII - SOCCSKSARGEN,15264,Male,35,Single Family,1,20,5,1,0
21049,XII - SOCCSKSARGEN,7783,Female,64,Single Family,1,20,7,1,0
42904,XII - SOCCSKSARGEN,24056,Male,75,Single Family,2,49,15,2,0
78376,XII - SOCCSKSARGEN,69098,Male,55,Single Family,4,48,14,2,1
37907,XII - SOCCSKSARGEN,22291,Male,29,Single Family,3,30,6,1,0
102080,XII - SOCCSKSARGEN,43224,Male,28,Single Family,4,49,8,3,0
398585,XII - SOCCSKSARGEN,98421,Male,49,Single Family,6,80,7,4,1
29924,XII - SOCCSKSARGEN,20700,Female,23,Single Family,1,20,10,1,0
40465,XII - SOCCSKSARGEN,29760,Male,27,Single Family,3,20,15,1,0
90850,XII - SOCCSKSARGEN,52806,Male,34,Single Family,3,30,13,1,1
1081096,XII - SOCCSKSARGEN,152123,Male,54,Single Family,4,80,18,3,1
158176,XII - SOCCSKSARGEN,98968,Male,48,Extended Family,5,50,10,1,1
256904,XII - SOCCSKSARGEN,85133,Male,44,Single Family,5,35,20,4,1
38400,XII - SOCCSKSARGEN,21723,Female,23,Single Family,1,40,17,3,1
100823,XII - SOCCSKSARGEN,66863,Male,59,Extended Family,7,18,8,0,0
356483,XII - SOCCSKSARGEN,101472,Male,34,Single Family,5,24,7,1,1
1012729,XII - SOCCSKSARGEN,228817,Male,30,Extended Family,9,35,45,4,1
304356,XII - SOCCSKSARGEN,103340,Male,48,Single Family,5,48,4,2,1
142735,XII - SOCCSKSARGEN,70560,Male,32,Single Family,3,80,4,3,1
155187,XII - SOCCSKSARGEN,64644,Male,59,Single Family,4,80,23,4,1
136875,XII - SOCCSKSARGEN,75640,Male,40,Single Family,4,24,12,1,1
86863,XII - SOCCSKSARGEN,42582,Male,18,Single Family,1,60,11,3,1
163650,XII - SOCCSKSARGEN,100090,Male,35,Extended Family,8,20,13,1,1
110824,XII - SOCCSKSARGEN,63581,Male,30,Single Family,4,15,20,1,1
42741,XII - SOCCSKSARGEN,31264,Male,29,Single Family,7,19,6,2,0
39233,XII - SOCCSKSARGEN,34289,Male,35,Single Family,5,13,13,0,0
48596,XII - SOCCSKSARGEN,33952,Male,40,Single Family,6,11,13,0,0
25707,XII - SOCCSKSARGEN,21178,Male,57,Single Family,2,12,4,1,0
99681,XII - SOCCSKSARGEN,45072,Male,42,Single Family,8,22,12,2,0
53920,XII - SOCCSKSARGEN,29854,Male,33,Single Family,5,13,11,1,0
17649,XII - SOCCSKSARGEN,10411,Female,62,Single Family,1,11,14,0,0
335587,XII - SOCCSKSARGEN,129998,Male,62,Single Family,3,56,29,2,1
147021,XII - SOCCSKSARGEN,68867,Male,38,Single Family,3,19,10,1,1
43163,XII - SOCCSKSARGEN,20543,Female,34,Single Family,1,14,28,1,0
343568,XII - SOCCSKSARGEN,144027,Female,52,Extended Family,6,42,16,2,1
158059,XII - SOCCSKSARGEN,60379,Male,52,Single Family,7,9,16,0,1
90365,XII - SOCCSKSARGEN,72916,Male,34,Single Family,5,36,15,2,1
495215,XII - SOCCSKSARGEN,141181,Male,34,Extended Family,4,80,14,3,1
109789,XII - SOCCSKSARGEN,62394,Male,30,Single Family,5,12,35,2,1
421068,XII - SOCCSKSARGEN,114098,Male,46,Single Family,4,54,6,3,1
109008,XII - SOCCSKSARGEN,56317,Male,26,Single Family,3,16,7,2,1
257042,XII - SOCCSKSARGEN,102822,Male,47,Single Family,4,36,7,2,1
91230,XII - SOCCSKSARGEN,61757,Male,80,Single Family,3,13,25,1,1
371072,XII - SOCCSKSARGEN,124571,Male,75,Extended Family,9,120,13,4,1
112902,XII - SOCCSKSARGEN,42361,Male,49,Single Family,5,11,15,1,1
57379,XII - SOCCSKSARGEN,47711,Male,53,Single Family,5,17,3,2,1
59093,XII - SOCCSKSARGEN,31220,Male,24,Single Family,1,23,1,1,0
19530,XII - SOCCSKSARGEN,15190,Female,37,Single Family,2,16,3,1,1
18395,XII - SOCCSKSARGEN,15798,Female,60,Single Family,6,10,4,0,0
66902,XII - SOCCSKSARGEN,45205,Male,44,Extended Family,10,21,15,2,1
67972,XII - SOCCSKSARGEN,48610,Male,47,Extended Family,8,18,10,3,1
150536,XII - SOCCSKSARGEN,54167,Male,47,Single Family,2,33,20,2,1
55744,XII - SOCCSKSARGEN,29817,Male,35,Single Family,7,12,3,1,1
41146,XII - SOCCSKSARGEN,19356,Male,60,Single Family,1,39,39,5,1
56342,XII - SOCCSKSARGEN,22046,Male,60,Single Family,1,31,14,3,1
238625,XII - SOCCSKSARGEN,47438,Male,60,Extended Family,6,53,4,3,1
23715,XII - SOCCSKSARGEN,14324,Female,64,Extended Family,2,9,15,1,0
45753,XII - SOCCSKSARGEN,131693,Male,43,Single Family,4,20,11,2,1
214917,XII - SOCCSKSARGEN,60152,Male,52,Single Family,3,26,22,2,1
55726,XII - SOCCSKSARGEN,29702,Male,37,Single Family,5,32,1,2,1
38781,XII - SOCCSKSARGEN,28154,Male,40,Single Family,5,12,2,1,0
102197,XII - SOCCSKSARGEN,55091,Male,59,Extended Family,2,52,20,4,1
73003,XII - SOCCSKSARGEN,55138,Male,35,Single Family,5,21,15,2,0
48415,XII - SOCCSKSARGEN,34171,Male,38,Single Family,3,11,13,1,1
52736,XII - SOCCSKSARGEN,34995,Male,46,Extended Family,5,20,15,1,0
40947,XII - SOCCSKSARGEN,47083,Male,33,Single Family,4,11,12,1,0
65234,XII - SOCCSKSARGEN,51988,Male,32,Single Family,6,14,14,1,0
54560,XII - SOCCSKSARGEN,55758,Male,48,Single Family,5,11,25,1,1
70792,XII - SOCCSKSARGEN,56480,Male,60,Extended Family,4,21,15,1,0
38829,XII - SOCCSKSARGEN,45463,Male,36,Single Family,6,16,12,2,0
34271,XII - SOCCSKSARGEN,22240,Male,33,Single Family,3,11,13,0,0
121821,XII - SOCCSKSARGEN,86773,Male,63,Extended Family,4,14,15,0,0
125111,XII - SOCCSKSARGEN,91366,Male,42,Extended Family,5,40,36,3,1
30110,XII - SOCCSKSARGEN,20774,Female,40,Single Family,1,14,6,2,1
179649,XII - SOCCSKSARGEN,104011,Male,35,Extended Family,8,15,5,1,0
78451,XII - SOCCSKSARGEN,78260,Male,41,Single Family,4,9,3,1,0
84099,XII - SOCCSKSARGEN,46760,Male,60,Single Family,4,16,15,1,0
71447,XII - SOCCSKSARGEN,34785,Male,41,Single Family,1,7,15,1,1
96215,XII - SOCCSKSARGEN,78173,Male,42,Single Family,4,9,8,1,1
52270,XII - SOCCSKSARGEN,39185,Male,58,Single Family,2,7,13,0,1
76812,XII - SOCCSKSARGEN,44200,Male,56,Single Family,1,7,12,1,0
42538,XII - SOCCSKSARGEN,33430,Female,62,Extended Family,2,11,12,1,0
20825,XII - SOCCSKSARGEN,16829,Male,56,Single Family,2,7,4,0,0
86731,XII - SOCCSKSARGEN,68150,Male,37,Single Family,5,10,2,0,0
159098,XII - SOCCSKSARGEN,156652,Male,48,Single Family,6,20,12,2,1
89412,XII - SOCCSKSARGEN,84900,Male,34,Single Family,3,30,5,2,0
48649,XII - SOCCSKSARGEN,34237,Male,58,Single Family,4,15,10,1,0
92269,XII - SOCCSKSARGEN,70985,Male,44,Single Family,4,11,12,1,1
43397,XII - SOCCSKSARGEN,31099,Male,64,Single Family,4,9,21,0,1
58861,XII - SOCCSKSARGEN,38883,Male,66,Single Family,3,20,7,2,0
138516,XII - SOCCSKSARGEN,70737,Male,38,Single Family,5,20,8,2,1
43147,XII - SOCCSKSARGEN,19824,Male,63,Single Family,2,11,32,0,1
29054,XII - SOCCSKSARGEN,28040,Female,87,Single Family,1,26,75,4,1
247425,XII - SOCCSKSARGEN,111516,Male,60,Extended Family,4,39,38,2,1
155984,XII - SOCCSKSARGEN,86024,Male,43,Single Family,6,25,13,2,1
98149,XII - SOCCSKSARGEN,65527,Male,42,Single Family,5,20,12,1,1
63138,XII - SOCCSKSARGEN,46222,Male,43,Single Family,6,13,12,1,0
70560,XII - SOCCSKSARGEN,53480,Female,48,Extended Family,6,11,23,0,0
132496,XII - SOCCSKSARGEN,118750,Male,36,Single Family,8,17,17,2,0
64202,XII - SOCCSKSARGEN,55027,Male,45,Single Family,8,13,19,1,0
105806,XII - SOCCSKSARGEN,66074,Male,34,Single Family,4,13,10,1,0
98532,XII - SOCCSKSARGEN,60107,Male,58,Single Family,4,17,20,1,1
114467,XII - SOCCSKSARGEN,37191,Male,20,Single Family,3,25,15,2,1
98781,XII - SOCCSKSARGEN,61692,Male,45,Single Family,3,11,15,1,1
83892,XII - SOCCSKSARGEN,64628,Male,69,Extended Family,5,29,30,2,1
105702,XII - SOCCSKSARGEN,66565,Male,66,Extended Family,7,30,15,2,1
68680,XII - SOCCSKSARGEN,48972,Male,24,Single Family,2,20,10,1,1
73477,XII - SOCCSKSARGEN,46870,Male,68,Extended Family,4,16,9,2,1
62870,XII - SOCCSKSARGEN,39462,Male,29,Single Family,6,15,2,1,0
100427,XII - SOCCSKSARGEN,53697,Male,42,Single Family,4,11,19,1,1
173622,XII - SOCCSKSARGEN,102476,Male,41,Single Family,9,16,5,1,1
48879,XII - SOCCSKSARGEN,49101,Male,51,Single Family,8,14,35,1,0
84183,XII - SOCCSKSARGEN,47117,Male,69,Single Family,5,14,20,2,1
89051,XII - SOCCSKSARGEN,27357,Male,73,Single Family,1,11,28,1,1
97943,XII - SOCCSKSARGEN,46240,Male,53,Single Family,3,13,30,1,1
126099,XII - SOCCSKSARGEN,73515,Male,56,Extended Family,8,13,23,2,1
48664,XII - SOCCSKSARGEN,26520,Female,56,Single Family,2,12,22,0,1
55056,XII - SOCCSKSARGEN,78604,Male,32,Extended Family,7,13,11,0,0
156278,XII - SOCCSKSARGEN,100266,Male,72,Extended Family,8,14,31,1,1
215758,XII - SOCCSKSARGEN,77277,Female,42,Extended Family,3,26,8,3,1
77050,XII - SOCCSKSARGEN,48494,Male,27,Extended Family,5,11,6,2,0
84283,XII - SOCCSKSARGEN,43867,Male,31,Single Family,4,11,3,2,1
108465,XII - SOCCSKSARGEN,67713,Female,52,Extended Family,5,11,42,0,1
58505,XII - SOCCSKSARGEN,44163,Male,67,Single Family,4,9,2,0,1
171407,XII - SOCCSKSARGEN,102887,Male,22,Extended Family,9,36,19,0,1
67171,XII - SOCCSKSARGEN,41406,Male,31,Single Family,5,9,5,0,0
89503,XII - SOCCSKSARGEN,44900,Female,54,Extended Family,5,12,15,1,0
34364,XII - SOCCSKSARGEN,28358,Female,46,Single Family,2,26,7,1,0
132456,XII - SOCCSKSARGEN,97549,Male,41,Single Family,10,26,7,2,1
54562,XII - SOCCSKSARGEN,44688,Male,35,Single Family,5,20,8,2,1
105359,XII - SOCCSKSARGEN,72348,Male,37,Single Family,7,15,5,2,1
137768,XII - SOCCSKSARGEN,87783,Male,63,Extended Family,8,32,1,1,1
136108,XII - SOCCSKSARGEN,75488,Male,55,Single Family,5,18,1,0,0
38327,XII - SOCCSKSARGEN,25897,Male,47,Single Family,1,54,31,2,1
294302,XII - SOCCSKSARGEN,116014,Male,59,Single Family,6,45,3,2,1
131267,XII - SOCCSKSARGEN,85997,Male,33,Single Family,6,26,5,3,1
51169,XII - SOCCSKSARGEN,26472,Male,35,Single Family,3,9,5,0,0
75047,XII - SOCCSKSARGEN,37376,Male,50,Single Family,2,20,22,2,1
101331,XII - SOCCSKSARGEN,66000,Male,38,Single Family,7,18,2,1,1
90576,XII - SOCCSKSARGEN,44882,Male,45,Extended Family,6,18,33,1,1
72842,XII - SOCCSKSARGEN,44366,Male,48,Single Family,4,17,5,1,1
135172,XII - SOCCSKSARGEN,69974,Male,77,Single Family,5,28,20,2,1
146182,XII - SOCCSKSARGEN,91199,Male,53,Single Family,5,30,45,3,1
74406,XII - SOCCSKSARGEN,30416,Male,58,Single Family,2,18,30,3,1
87064,XII - SOCCSKSARGEN,66092,Male,34,Single Family,6,23,35,4,1
60984,XII - SOCCSKSARGEN,65177,Male,39,Single Family,1,11,5,0,0
73955,XII - SOCCSKSARGEN,57154,Male,31,Single Family,5,40,1,1,0
96663,XII - SOCCSKSARGEN,78086,Male,42,Single Family,6,16,55,2,1
64223,XII - SOCCSKSARGEN,34899,Male,59,Single Family,3,11,15,0,1
74746,XII - SOCCSKSARGEN,47165,Female,40,Single Family,3,20,17,2,1
46069,XII - SOCCSKSARGEN,31864,Male,86,Single Family,2,14,45,1,1
48465,XII - SOCCSKSARGEN,32301,Male,28,Single Family,4,13,4,1,1
202433,XII - SOCCSKSARGEN,125585,Male,55,Single Family,7,36,7,2,1
166397,XII - SOCCSKSARGEN,60773,Male,28,Single Family,5,36,55,3,1
185765,XII - SOCCSKSARGEN,79575,Male,42,Single Family,6,20,5,1,1
42335,XII - SOCCSKSARGEN,37781,Male,41,Single Family,4,11,2,1,1
122585,XII - SOCCSKSARGEN,71187,Male,42,Single Family,8,21,6,2,1
56624,XII - SOCCSKSARGEN,55011,Male,46,Single Family,8,13,7,1,0
55984,XII - SOCCSKSARGEN,46541,Male,45,Single Family,4,22,17,2,0
38178,XII - SOCCSKSARGEN,35856,Male,55,Single Family,3,18,5,2,0
62492,XII - SOCCSKSARGEN,58717,Male,38,Single Family,5,18,6,2,1
37766,XII - SOCCSKSARGEN,48888,Male,45,Single Family,7,16,3,2,0
36006,XII - SOCCSKSARGEN,20757,Male,51,Single Family,3,20,6,2,0
43878,XII - SOCCSKSARGEN,36678,Male,37,Single Family,7,20,5,2,0
38778,XII - SOCCSKSARGEN,35951,Male,42,Single Family,6,13,5,2,0
34840,XII - SOCCSKSARGEN,25121,Male,68,Single Family,2,16,5,1,0
21378,XII - SOCCSKSARGEN,20421,Male,72,Single Family,2,10,10,1,0
91862,XII - SOCCSKSARGEN,34771,Male,30,Single Family,4,7,2,0,1
40705,XII - SOCCSKSARGEN,34253,Male,73,Single Family,1,18,2,1,1
156972,XII - SOCCSKSARGEN,66770,Male,58,Single Family,4,18,35,1,1
142622,XII - SOCCSKSARGEN,67061,Male,37,Single Family,4,15,9,1,1
42691,XII - SOCCSKSARGEN,17129,Male,44,Single Family,2,20,11,0,1
117624,XII - SOCCSKSARGEN,54496,Male,60,Single Family,2,60,23,2,1
135728,XII - SOCCSKSARGEN,66523,Male,36,Single Family,7,12,11,0,1
19202,XII - SOCCSKSARGEN,12826,Female,62,Single Family,1,18,2,0,1
122364,XII - SOCCSKSARGEN,60418,Male,29,Single Family,5,15,7,2,1
31954,XII - SOCCSKSARGEN,18121,Male,63,Single Family,1,32,24,0,1
46498,XII - SOCCSKSARGEN,46032,Female,65,Single Family,2,14,4,1,1
48520,XII - SOCCSKSARGEN,39525,Male,30,Single Family,2,7,7,1,1
103102,XII - SOCCSKSARGEN,70407,Male,52,Single Family,4,36,5,3,1
163875,XII - SOCCSKSARGEN,101952,Male,27,Single Family,5,9,8,2,1
93198,XII - SOCCSKSARGEN,56008,Male,31,Single Family,4,6,7,1,1
125240,XII - SOCCSKSARGEN,75146,Male,51,Single Family,6,9,7,2,0
71141,XII - SOCCSKSARGEN,53409,Male,57,Single Family,5,11,10,2,1
48077,XII - SOCCSKSARGEN,45645,Male,52,Single Family,6,10,1,2,0
52856,XII - SOCCSKSARGEN,37683,Male,67,Single Family,2,7,6,0,1
128305,XII - SOCCSKSARGEN,94737,Male,35,Extended Family,7,9,12,2,0
51609,XII - SOCCSKSARGEN,25597,Male,28,Single Family,1,17,22,2,0
59870,XII - SOCCSKSARGEN,37844,Male,59,Single Family,3,7,10,0,1
75000,XII - SOCCSKSARGEN,54780,Male,31,Single Family,6,32,5,2,1
79529,XII - SOCCSKSARGEN,64041,Male,29,Single Family,4,18,7,2,1
56776,XII - SOCCSKSARGEN,43577,Male,73,Single Family,3,22,20,2,0
47048,XII - SOCCSKSARGEN,34283,Male,56,Single Family,2,17,6,1,0
49347,XII - SOCCSKSARGEN,33264,Male,43,Single Family,3,17,7,2,0
68605,XII - SOCCSKSARGEN,48804,Male,67,Extended Family,5,11,3,1,0
109391,XII - SOCCSKSARGEN,69329,Male,35,Single Family,6,14,7,1,0
99808,XII - SOCCSKSARGEN,68992,Male,28,Single Family,4,9,8,0,1
66733,XII - SOCCSKSARGEN,37899,Male,64,Single Family,3,9,9,0,1
91808,XII - SOCCSKSARGEN,61077,Male,48,Extended Family,5,30,18,2,1
147771,XII - SOCCSKSARGEN,86018,Male,45,Single Family,5,27,24,2,1
49871,XII - SOCCSKSARGEN,37594,Female,60,Single Family,3,14,11,2,1
360196,XII - SOCCSKSARGEN,145354,Female,65,Extended Family,4,81,45,4,1
366723,XII - SOCCSKSARGEN,101094,Male,53,Single Family,3,14,14,2,1
165966,XII - SOCCSKSARGEN,95330,Male,39,Extended Family,6,50,34,3,1
617572,XII - SOCCSKSARGEN,123334,Male,47,Single Family,4,110,17,2,1
140624,XII - SOCCSKSARGEN,46530,Female,73,Single Family,2,36,40,2,1
651747,XII - SOCCSKSARGEN,160096,Male,29,Single Family,4,36,0,2,1
626300,XII - SOCCSKSARGEN,142466,Male,55,Extended Family,6,59,5,3,1
355428,XII - SOCCSKSARGEN,100846,Male,31,Single Family,4,20,7,1,1
84998,XII - SOCCSKSARGEN,42165,Male,46,Single Family,3,35,15,2,1
97902,XII - SOCCSKSARGEN,55081,Male,43,Single Family,4,33,11,2,1
33064,XII - SOCCSKSARGEN,27246,Female,62,Single Family,2,25,12,1,0
180783,XII - SOCCSKSARGEN,44258,Male,42,Single Family,3,7,5,0,1
39644,XII - SOCCSKSARGEN,29537,Male,31,Single Family,3,6,5,0,0
48917,XII - SOCCSKSARGEN,54597,Male,34,Single Family,4,13,8,1,1
190597,XII - SOCCSKSARGEN,58571,Male,49,Extended Family,4,32,25,4,1
80885,XII - SOCCSKSARGEN,83582,Male,34,Single Family,4,20,6,2,1
213672,XII - SOCCSKSARGEN,116726,Male,41,Extended Family,8,136,10,3,1
92564,XII - SOCCSKSARGEN,53652,Male,56,Extended Family,11,72,22,2,1
53606,XII - SOCCSKSARGEN,39627,Male,63,Single Family,5,25,21,2,0
52364,XII - SOCCSKSARGEN,23229,Female,44,Extended Family,3,11,22,0,1
70037,XII - SOCCSKSARGEN,47420,Male,52,Single Family,3,33,53,1,1
98730,XII - SOCCSKSARGEN,66582,Male,60,Extended Family,10,28,21,3,1
325844,XII - SOCCSKSARGEN,101766,Male,45,Single Family,3,23,15,2,1
42233,XII - SOCCSKSARGEN,29219,Female,60,Extended Family,4,9,25,0,0
125748,XII - SOCCSKSARGEN,61308,Male,41,Single Family,4,9,3,0,1
352047,XII - SOCCSKSARGEN,73804,Male,59,Extended Family,3,56,18,4,1
181318,XII - SOCCSKSARGEN,57509,Male,78,Extended Family,5,18,35,2,1
1142422,XII - SOCCSKSARGEN,70566,Male,44,Single Family,1,11,15,0,1
73838,XII - SOCCSKSARGEN,63946,Male,43,Single Family,4,11,3,0,1
167165,XII - SOCCSKSARGEN,91622,Male,42,Single Family,6,19,47,2,1
543084,XII - SOCCSKSARGEN,191782,Male,63,Extended Family,7,61,20,4,1
56538,XII - SOCCSKSARGEN,27580,Male,44,Single Family,2,26,18,0,1
482922,XII - SOCCSKSARGEN,120635,Male,62,Extended Family,3,40,7,3,1
121520,XII - SOCCSKSARGEN,47021,Female,81,Single Family,1,140,18,2,1
183696,XII - SOCCSKSARGEN,89504,Male,53,Single Family,7,40,4,2,0
116194,XII - SOCCSKSARGEN,48921,Female,48,Extended Family,3,20,2,1,1
234055,XII - SOCCSKSARGEN,127088,Male,35,Single Family,4,30,10,2,1
1612525,XII - SOCCSKSARGEN,203948,Male,39,Single Family,4,150,17,2,1
85958,XII - SOCCSKSARGEN,41148,Male,80,Single Family,2,100,20,1,1
